Industry,Company Name,Symbol,Country,Sector,ISIN Number
REIT - Healthcare Facilities,"American Healthcare REIT, Inc.",AHR,United States,Real Estate,US3981823038
Industrial Distribution,"MSC Industrial Direct Co., Inc.",MSM,United States,Industrials,US5535301064
Semiconductors,SiTime Corporation,SITM,United States,Technology,US82982T1060
Software - Application,"InterDigital, Inc.",IDCC,United States,Technology,US45867G1013
Biotechnology,"Krystal Biotech, Inc.",KRYS,United States,Healthcare,US5011471027
Marine Shipping,"Matson, Inc.",MATX,United States,Industrials,US57686G1058
Asset Management,AllianceBernstein Holding L.P.,AB,United States,Financials,US01881G1067
Oil & Gas Integrated,Transportadora de Gas del Sur S.A.,TGS,Argentina,Energy,US8938702045
Electronics & Computer Distribution,"Avnet, Inc.",AVT,United States,Technology,US0538071038
Asset Management,"Cohen & Steers, Inc.",CNS,United States,Financials,US19247A1007
Leisure,Six Flags Entertainment Corporation,FUN,United States,Consumer Discretionary,US1501851067
Oil & Gas Exploration & Production,SM Energy Company,SM,United States,Energy,US78454L1008
Specialty Industrial Machinery,Kadant Inc.,KAI,United States,Industrials,US48282T1043
Specialty Industrial Machinery,"Franklin Electric Co., Inc.",FELE,United States,Industrials,US3535141028
Household & Personal Products,"Interparfums, Inc.",IPAR,United States,Consumer Staples,US4583341098
Recreational Vehicles,Brunswick Corporation,BC,United States,Consumer Discretionary,US1170431092
Capital Markets,"BGC Group, Inc.",BGC,United States,Financials,US0889291045
Banks - Regional,Ameris Bancorp,ABCB,United States,Financials,US03076K1088
Engineering & Construction,"Construction Partners, Inc.",ROAD,United States,Industrials,US21044C1071
Infrastructure Operations,Verra Mobility Corporation,VRRM,United States,Industrials,US92511U1025
Electronic Components,Sanmina Corporation,SANM,United States,Technology,US8010561020
Utilities - Regulated Electric,Portland General Electric Company,POR,United States,Utilities,US7365088472
REIT - Residential,"Independence Realty Trust, Inc.",IRT,United States,Real Estate,US45378A1060
Specialty Business Services,"Maximus, Inc.",MMS,United States,Industrials,US5779331041
Biotechnology,Verona Pharma plc,VRNA,United Kingdom,Healthcare,US9250501064
Agricultural Inputs,The Scotts Miracle-Gro Company,SMG,United States,Materials,US8101861065
Department Stores,"Macy's, Inc.",M,United States,Consumer Discretionary,US55616P1049
Household & Personal Products,Newell Brands Inc.,NWL,United States,Consumer Staples,US6512291062
Semiconductors,Silicon Laboratories Inc.,SLAB,United States,Technology,US8269191024
Software - Infrastructure,"Euronet Worldwide, Inc.",EEFT,United States,Technology,US2987361092
Electrical Equipment & Parts,"Advanced Energy Industries, Inc.",AEIS,United States,Industrials,US0079731008
Telecom Services,Liberty Global Ltd.,LBTYB,Bermuda,Communication Services,BMG611881191
Telecom Services,Liberty Global Ltd.,LBTYK,Bermuda,Communication Services,BMG611881274
Asset Management,"Victory Capital Holdings, Inc.",VCTR,United States,Financials,US92645B1035
Engineering & Construction,"Sterling Infrastructure, Inc.",STRL,United States,Industrials,US8592411016
Software - Infrastructure,Zeta Global Holdings Corp.,ZETA,United States,Technology,US98956A1051
Specialty Business Services,"CBIZ, Inc.",CBZ,United States,Industrials,US1248051021
Information Technology Services,GDS Holdings Limited,GDS,China,Technology,US36165L1089
Insurance - Property & Casualty,Kemper Corporation,KMPR,United States,Financials,US4884011002
Utilities - Regulated Electric,"TXNM Energy, Inc.",TXNM,United States,Utilities,US69349H1077
Engineering & Construction,"IES Holdings, Inc.",IESC,United States,Industrials,US44951W1062
Software - Application,"C3.ai, Inc.",AI,United States,Technology,US12468P1049
Oil & Gas Exploration & Production,Murphy Oil Corporation,MUR,United States,Energy,US6267171022
Telecom Services,Liberty Global Ltd.,LBTYA,Bermuda,Communication Services,BMG611881019
Software - Application,"Global Business Travel Group, Inc.",GBTG,United States,Technology,US37890B1008
Utilities - Regulated Gas,Black Hills Corporation,BKH,United States,Utilities,US0921131092
Auto & Truck Dealerships,"CarGurus, Inc.",CARG,United States,Consumer Discretionary,US1417881091
Scientific & Technical Instruments,Sensata Technologies Holding plc,ST,United States,Technology,GB00BFMBMT84
Trucking,"RXO, Inc.",RXO,United States,Industrials,US74982T1034
Oil & Gas Equipment & Services,"Kodiak Gas Services, Inc.",KGS,United States,Energy,US50012A1088
Utilities - Regulated Electric,Oklo Inc.,OKLO,United States,Utilities,US02156V1098
Asset Management,"Golub Capital BDC, Inc.",GBDC,United States,Financials,US38173M1027
Specialty Business Services,UniFirst Corporation,UNF,United States,Industrials,US9047081040
Medical Instruments & Supplies,"ICU Medical, Inc.",ICUI,United States,Healthcare,US44930G1076
Banks - Regional,International Bancshares Corporation,IBOC,United States,Financials,US4590441030
Oil & Gas Exploration & Production,CNX Resources Corporation,CNX,United States,Energy,US12653C1080
Resorts & Casinos,Hilton Grand Vacations Inc.,HGV,United States,Consumer Discretionary,US43283X1054
Drug Manufacturers - General,Organon & Co.,OGN,United States,Healthcare,US68622V1061
Security & Protection Services,The Brink's Company,BCO,United States,Industrials,US1096961040
Banks - Regional,"Axos Financial, Inc.",AX,United States,Financials,US05465C1009
Packaged Foods,"Flowers Foods, Inc.",FLO,United States,Consumer Staples,US3434981011
Information Technology Services,ASGN Incorporated,ASGN,United States,Technology,US00191U1025
Real Estate Services,"Compass, Inc.",COMP,United States,Real Estate,US20464U1007
Insurance - Life,"CNO Financial Group, Inc.",CNO,United States,Financials,US12621E1038
Leisure,Acushnet Holdings Corp.,GOLF,United States,Consumer Discretionary,US0050981085
Security & Protection Services,"The GEO Group, Inc.",GEO,United States,Industrials,US36162J1060
Semiconductors,"Allegro MicroSystems, Inc.",ALGM,United States,Technology,US01749D1054
Utilities - Regulated Gas,Spire Inc.,SR,United States,Utilities,US84857L1017
Auto Parts,"Dorman Products, Inc.",DORM,United States,Consumer Discretionary,US2582781009
Utilities - Regulated Electric,Enel Chile S.A.,ENIC,Chile,Utilities,US29278D1054
Oil & Gas Midstream,Golar LNG Limited,GLNG,Bermuda,Energy,BMG9456A1009
Telecom Services,"Telephone and Data Systems, Inc.",TDS,United States,Communication Services,US8794338298
Software - Application,"BlackLine, Inc.",BL,United States,Technology,US09239B1098
Gambling,Super Group (SGHC) Limited,SGHC,Guernsey,Consumer Discretionary,GG00BMG42V42
Aerospace & Defense,"Spirit AeroSystems Holdings, Inc.",SPR,United States,Industrials,US8485741099
Medical Care Facilities,"Acadia Healthcare Company, Inc.",ACHC,United States,Healthcare,US00404A1097
Banks - Regional,Associated Banc-Corp,ASB,United States,Financials,US0454871056
Software - Application,"nCino, Inc.",NCNO,United States,Technology,US63947X1019
Credit Services,"Nelnet, Inc.",NNI,United States,Financials,US64031N1081
REIT - Healthcare Facilities,"Sabra Health Care REIT, Inc.",SBRA,United States,Real Estate,US78573L1061
Healthcare Plans,"Oscar Health, Inc.",OSCR,United States,Healthcare,US6877931096
Banks - Regional,"United Community Banks, Inc.",UCB,United States,Financials,US90984P3038
Software - Application,"Paycor HCM, Inc.",PYCR,United States,Technology,US70435P1021
Insurance - Diversified,"Goosehead Insurance, Inc",GSHD,United States,Financials,US38267D1090
Banks - Regional,"Flagstar Financial, Inc.",FLG,United States,Financials,US6494454001
Utilities - Regulated Gas,New Fortress Energy Inc.,NFE,United States,Utilities,US6443931000
Department Stores,"Nordstrom, Inc.",JWN,United States,Consumer Discretionary,US6556641008
Auto Manufacturers,WeRide Inc.,WRD,China,Consumer Discretionary,US94859U1034
Software - Application,JFrog Ltd.,FROG,United States,Technology,IL0011684185
Beverages - Non-Alcoholic,National Beverage Corp.,FIZZ,United States,Consumer Staples,US6350171061
REIT - Specialty,Rayonier Inc.,RYN,United States,Real Estate,US7549071030
Banks - Regional,BancFirst Corporation,BANF,United States,Financials,US05945F1030
Biotechnology,Scholar Rock Holding Corporation,SRRK,United States,Healthcare,US80706P1030
Utilities - Regulated Gas,"ONE Gas, Inc.",OGS,United States,Utilities,US68235P1084
Health Information Services,"BrightSpring Health Services, Inc.",BTSG,United States,Healthcare,US10950A1060
Education & Training Services,Graham Holdings Company,GHC,United States,Consumer Staples,US3846371041
Information Technology Services,Clarivate Plc,CLVT,United Kingdom,Technology,JE00BJJN4441
Medical Devices,PROCEPT BioRobotics Corporation,PRCT,United States,Healthcare,US74276L1052
Biotechnology,Ultragenyx Pharmaceutical Inc.,RARE,United States,Healthcare,US90400D1081
Drug Manufacturers - Specialty & Generic,Prestige Consumer Healthcare Inc.,PBH,United States,Healthcare,US74112D1019
Semiconductor Equipment & Materials,Camtek Ltd.,CAMT,Israel,Technology,IL0010952641
Oil & Gas Integrated,Crescent Energy Company,CRGY,United States,Energy,US44952J1043
Electronic Components,Plexus Corp.,PLXS,United States,Technology,US7291321005
Specialty Chemicals,Avient Corporation,AVNT,United States,Materials,US05368V1061
Medical Instruments & Supplies,DENTSPLY SIRONA Inc.,XRAY,United States,Healthcare,US24906P1093
Diagnostics & Research,Sotera Health Company,SHC,United States,Healthcare,US83601L1026
Engineering & Construction,Primoris Services Corporation,PRIM,United States,Industrials,US74164F1030
Biotechnology,Biohaven Ltd.,BHVN,United States,Healthcare,VGG1110E1079
Information Technology Services,DXC Technology Company,DXC,United States,Technology,US23355L1061
Software - Infrastructure,"DigitalOcean Holdings, Inc.",DOCN,United States,Technology,US25402D1028
Airlines,"Copa Holdings, S.A.",CPA,Panama,Industrials,PAP310761054
Packaged Foods,The Simply Good Foods Company,SMPL,United States,Consumer Staples,US82900L1026
Steel,"Grupo Simec, S.A.B. de C.V.",SIM,Mexico,Materials,US4004911065
Drug Manufacturers - Specialty & Generic,Alvotech,ALVO,Luxembourg,Healthcare,LU2458332611
Software - Application,"Blackbaud, Inc.",BLKB,United States,Technology,US09227Q1004
Specialty Retail,"Academy Sports and Outdoors, Inc.",ASO,United States,Consumer Discretionary,US00402L1070
REIT - Retail,Tanger Inc.,SKT,United States,Real Estate,US8754651060
Electrical Equipment & Parts,EnerSys,ENS,United States,Industrials,US29275Y1029
Biotechnology,"Avidity Biosciences, Inc.",RNA,United States,Healthcare,US05370A1088
Biotechnology,"Viking Therapeutics, Inc.",VKTX,United States,Healthcare,US92686J1060
Residential Construction,"Cavco Industries, Inc.",CVCO,United States,Consumer Discretionary,US1495681074
Biotechnology,"ADMA Biologics, Inc.",ADMA,United States,Healthcare,US0008991046
Specialty Industrial Machinery,Enpro Inc.,NPO,United States,Industrials,US29355X1072
Chemicals,Olin Corporation,OLN,United States,Materials,US6806652052
Airports & Air Services,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",OMAB,Mexico,Industrials,US4005011022
Utilities - Diversified,"ALLETE, Inc.",ALE,United States,Utilities,US0185223007
Software - Infrastructure,"Paymentus Holdings, Inc.",PAY,United States,Technology,US70439P1084
Lodging,Atour Lifestyle Holdings Limited,ATAT,China,Consumer Discretionary,US04965M1062
Utilities - Renewable,"Ormat Technologies, Inc.",ORA,United States,Utilities,US6866881021
REIT - Hotel & Motel,"Apple Hospitality REIT, Inc.",APLE,United States,Real Estate,US03784Y2000
Real Estate - Diversified,Howard Hughes Holdings Inc.,HHH,United States,Real Estate,US44267T1025
Semiconductors,"Impinj, Inc.",PI,United States,Technology,US4532041096
Software - Infrastructure,Payoneer Global Inc.,PAYO,United States,Technology,US70451X1046
Medical Instruments & Supplies,Envista Holdings Corporation,NVST,United States,Healthcare,US29415F1049
Biotechnology,"Immunovant, Inc.",IMVT,United States,Healthcare,US45258J1025
Engineering & Construction,Granite Construction Incorporated,GVA,United States,Industrials,US3873281071
Travel Services,Travel + Leisure Co.,TNL,United States,Consumer Discretionary,US8941641024
Banks - Regional,Fulton Financial Corporation,FULT,United States,Financials,US3602711000
Software - Application,"Alight, Inc.",ALIT,United States,Technology,US01626W1018
Oil & Gas Exploration & Production,"Northern Oil and Gas, Inc.",NOG,United States,Energy,US6655313079
Conglomerates,Griffon Corporation,GFF,United States,Industrials,US3984331021
Recreational Vehicles,BRP Inc.,DOOO,Canada,Consumer Discretionary,CA05577W2004
Staffing & Employment Services,Korn Ferry,KFY,United States,Industrials,US5006432000
Internet Content & Information,IAC Inc.,IAC,United States,Communication Services,US44891N2080
Residential Construction,"M/I Homes, Inc.",MHO,United States,Consumer Discretionary,US55305B1017
Building Materials,Tecnoglass Inc.,TGLS,Colombia,Materials,KYG872641009
Restaurants,"Sweetgreen, Inc.",SG,United States,Consumer Discretionary,US87043Q1085
Education & Training Services,Adtalem Global Education Inc.,ATGE,United States,Consumer Staples,US00737L1035
Computer Hardware,"Rigetti Computing, Inc.",RGTI,United States,Technology,US76655K1034
Banks - Regional,"Eastern Bankshares, Inc.",EBC,United States,Financials,US27627N1054
Oil & Gas Midstream,Frontline plc,FRO,Cyprus,Energy,CY0200352116
Specialty Industrial Machinery,"Crane NXT, Co.",CXT,United States,Industrials,US2244411052
Biotechnology,"Apellis Pharmaceuticals, Inc.",APLS,United States,Healthcare,US03753U1060
Capital Markets,"Riot Platforms, Inc.",RIOT,United States,Financials,US7672921050
Specialty Industrial Machinery,"Mueller Water Products, Inc.",MWA,United States,Industrials,US6247581084
Security & Protection Services,Brady Corporation,BRC,United States,Industrials,US1046741062
Telecom Services,"Globalstar, Inc.",GSAT,United States,Communication Services,US3789734080
Conglomerates,"MDU Resources Group, Inc.",MDU,United States,Industrials,US5526901096
Software - Application,"Alkami Technology, Inc.",ALKT,United States,Technology,US01644J1088
Software - Application,ZoomInfo Technologies Inc.,ZI,United States,Technology,US98980F1049
Software - Infrastructure,DLocal Limited,DLO,Uruguay,Technology,KYG290181018
Banks - Regional,"Texas Capital Bancshares, Inc.",TCBI,United States,Financials,US88224Q1076
Uranium,NexGen Energy Ltd.,NXE,Canada,Energy,CA65340P1062
Biotechnology,"Akero Therapeutics, Inc.",AKRO,United States,Healthcare,US00973Y1082
Information Technology Services,Concentrix Corporation,CNXC,United States,Technology,US20602D1019
Asset Management,Artisan Partners Asset Management Inc.,APAM,United States,Financials,US04316A1088
Software - Application,Rumble Inc.,RUM,United States,Technology,US78137L1052
Auto & Truck Dealerships,ACV Auctions Inc.,ACVA,United States,Consumer Discretionary,US00091G1040
REIT - Office,"Douglas Emmett, Inc.",DEI,United States,Real Estate,US25960P1093
Biotechnology,CRISPR Therapeutics AG,CRSP,Switzerland,Healthcare,CH0334081137
Utilities - Renewable,Brookfield Renewable Corporation,BEPC,United States,Utilities,CA11284V1058
REIT - Specialty,EPR Properties,EPR,United States,Real Estate,US26884U1097
Thermal Coal,"Alliance Resource Partners, L.P.",ARLP,United States,Energy,US01877R1086
Banks - Regional,TFS Financial Corporation,TFSL,United States,Financials,US87240R1077
Biotechnology,"Crinetics Pharmaceuticals, Inc.",CRNX,United States,Healthcare,US22663K1079
Telecom Services,"Cogent Communications Holdings, Inc.",CCOI,United States,Communication Services,US19239V3024
Software - Application,"Life360, Inc.",LIF,United States,Technology,
Residential Construction,"Tri Pointe Homes, Inc.",TPH,United States,Consumer Discretionary,US87265H1095
Medical Devices,"iRhythm Technologies, Inc.",IRTC,United States,Healthcare,US4500561067
Apparel Manufacturing,"Under Armour, Inc.",UAA,United States,Consumer Discretionary,US9043111072
Software - Application,"DoubleVerify Holdings, Inc.",DV,United States,Technology,US25862V1052
Recreational Vehicles,"Harley-Davidson, Inc.",HOG,United States,Consumer Discretionary,US4128221086
Biotechnology,"Rhythm Pharmaceuticals, Inc.",RYTM,United States,Healthcare,US76243J1051
Gold,Osisko Gold Royalties Ltd,OR,Canada,Materials,CA68827L1013
Capital Markets,StoneX Group Inc.,SNEX,United States,Financials,US8618961085
Biotechnology,"PTC Therapeutics, Inc.",PTCT,United States,Healthcare,US69366J2006
Pollution & Treatment Controls,Atmus Filtration Technologies Inc.,ATMU,United States,Industrials,US04956D1072
Internet Content & Information,Autohome Inc.,ATHM,China,Communication Services,US05278C1071
Banks - Regional,"First Interstate BancSystem, Inc.",FIBK,United States,Financials,US32055Y2019
Biotechnology,"Arcellx, Inc.",ACLX,United States,Healthcare,US03940C1009
Asset Management,"Hercules Capital, Inc.",HTGC,United States,Financials,US4270965084
Credit Services,The Western Union Company,WU,United States,Financials,US9598021098
Software - Infrastructure,"AvePoint, Inc.",AVPT,United States,Technology,US0536041041
Engineering & Construction,"Everus Construction Group, Inc.",ECG,United States,Industrials,US3004261034
Insurance - Life,"Brighthouse Financial, Inc.",BHF,United States,Financials,US10922N1037
Medical Instruments & Supplies,Haemonetics Corporation,HAE,United States,Healthcare,US4050241003
Entertainment,"Cinemark Holdings, Inc.",CNK,United States,Communication Services,US17243V1026
Gambling,International Game Technology PLC,IGT,United Kingdom,Consumer Discretionary,GB00BVG7F061
Oil & Gas Drilling,Transocean Ltd.,RIG,Switzerland,Energy,CH0048265513
Banks - Regional,"Community Financial System, Inc.",CBU,United States,Financials,US2036071064
Specialty Chemicals,H.B. Fuller Company,FUL,United States,Materials,US3596941068
Oil & Gas Refining & Marketing,PBF Energy Inc.,PBF,United States,Energy,US69318G1067
Telecom Services,Iridium Communications Inc.,IRDM,United States,Communication Services,US46269C1027
Gold,IAMGOLD Corporation,IAG,Canada,Materials,CA4509131088
Utilities - Renewable,Algonquin Power & Utilities Corp.,AQN,Canada,Utilities,CA0158571053
Banks - Regional,"First Hawaiian, Inc.",FHB,United States,Financials,US32051X1081
Other Industrial Metals & Mining,MP Materials Corp.,MP,United States,Materials,US5533681012
Real Estate Services,"Newmark Group, Inc.",NMRK,United States,Real Estate,US65158N1028
Discount Stores,BBB Foods Inc.,TBBB,Mexico,Consumer Staples,VGG0896C1032
Other Precious Metals & Mining,Hecla Mining Company,HL,United States,Materials,US4227041062
Banks - Regional,First BanCorp.,FBP,United States,Financials,PR3186727065
Diagnostics & Research,"Veracyte, Inc.",VCYT,United States,Healthcare,US92337F1075
Biotechnology,Denali Therapeutics Inc.,DNLI,United States,Healthcare,US24823R1059
Drug Manufacturers - Specialty & Generic,Perrigo Company plc,PRGO,Ireland,Healthcare,IE00BGH1M568
Oil & Gas Equipment & Services,Valaris Limited,VAL,Bermuda,Energy,BMG9460G1015
Scientific & Technical Instruments,ESCO Technologies Inc.,ESE,United States,Technology,US2963151046
Banks - Regional,Atlantic Union Bankshares Corporation,AUB,United States,Financials,US04911A1079
REIT - Office,COPT Defense Properties,CDP,United States,Real Estate,US22002T1088
Specialty Chemicals,Ashland Inc.,ASH,United States,Materials,US0441861046
Industrial Distribution,"Resideo Technologies, Inc.",REZI,United States,Industrials,US76118Y1047
Software - Application,"Clear Secure, Inc.",YOU,United States,Technology,US18467V1098
Banks - Regional,Cathay General Bancorp,CATY,United States,Financials,US1491501045
Apparel Manufacturing,"Under Armour, Inc.",UA,United States,Consumer Discretionary,US9043112062
Semiconductors,"Power Integrations, Inc.",POWI,United States,Technology,US7392761034
REIT - Specialty,PotlatchDeltic Corporation,PCH,United States,Real Estate,US7376301039
Banks - Regional,Intercorp Financial Services Inc.,IFS,Peru,Financials,PAL2400671A3
Insurance - Property & Casualty,"Hagerty, Inc.",HGTY,United States,Financials,US4051661092
Utilities - Regulated Electric,"NorthWestern Energy Group, Inc.",NWE,United States,Utilities,US6680743050
Oil & Gas Drilling,"Helmerich & Payne, Inc.",HP,United States,Energy,US4234521015
Building Products & Equipment,GMS Inc.,GMS,United States,Industrials,US36251C1036
Chemicals,Methanex Corporation,MEOH,Canada,Materials,CA59151K1084
Electronic Components,"OSI Systems, Inc.",OSIS,United States,Technology,US6710441055
Specialty Business Services,ABM Industries Incorporated,ABM,United States,Industrials,US0009571003
Building Materials,"United States Lime & Minerals, Inc.",USLM,United States,Materials,US9119221029
Oil & Gas Equipment & Services,Liberty Energy Inc.,LBRT,United States,Energy,US53115L1044
Real Estate Services,"HA Sustainable Infrastructure Capital, Inc.",HASI,United States,Real Estate,US41068X1000
Software - Application,"RingCentral, Inc.",RNG,United States,Technology,US76680R2067
Paper & Paper Products,Sylvamo Corporation,SLVM,United States,Materials,US8713321029
Banks - Regional,WSFS Financial Corporation,WSFS,United States,Financials,US9293281021
Electrical Equipment & Parts,"Hayward Holdings, Inc.",HAYW,United States,Industrials,US4212981009
Medical Care Facilities,"Surgery Partners, Inc.",SGRY,United States,Healthcare,US86881A1007
Specialty Business Services,First Advantage Corporation,FA,United States,Industrials,US31846B1089
Aerospace & Defense,"Intuitive Machines, Inc.",LUNR,United States,Industrials,US46125A1007
Medical Instruments & Supplies,Warby Parker Inc.,WRBY,United States,Healthcare,US93403J1060
Mortgage Finance,"Walker & Dunlop, Inc.",WD,United States,Financials,US93148P1021
Rental & Leasing Services,"Avis Budget Group, Inc.",CAR,United States,Industrials,US0537741052
Oil & Gas Drilling,"Patterson-UTI Energy, Inc.",PTEN,United States,Energy,US7034811015
Utilities - Diversified,Otter Tail Corporation,OTTR,United States,Utilities,US6896481032
"Furnishings, Fixtures & Appliances","Patrick Industries, Inc.",PATK,United States,Consumer Discretionary,US7033431039
Specialty Chemicals,Sensient Technologies Corporation,SXT,United States,Materials,US81725T1007
Rental & Leasing Services,"H&E Equipment Services, Inc.",HEES,United States,Industrials,US4040301081
Oil & Gas Midstream,"Excelerate Energy, Inc.",EE,United States,Energy,US30069T1016
Gambling,"Rush Street Interactive, Inc.",RSI,United States,Consumer Discretionary,US7820111000
Oil & Gas Exploration & Production,Gulfport Energy Corporation,GPOR,United States,Energy,US4026355028
Specialty Chemicals,WD-40 Company,WDFC,United States,Materials,US9292361071
Asset Management,Burford Capital Limited,BUR,Guernsey,Financials,GG00BMGYLN96
Apparel Retail,"American Eagle Outfitters, Inc.",AEO,United States,Consumer Discretionary,US02553E1064
Packaging & Containers,Pactiv Evergreen Inc.,PTVE,United States,Consumer Discretionary,US69526K1051
Leisure,"YETI Holdings, Inc.",YETI,United States,Consumer Discretionary,US98585X1046
Utilities - Regulated Electric,"MGE Energy, Inc.",MGEE,United States,Utilities,US55277P1049
Telecom Services,VEON Ltd.,VEON,Netherlands,Communication Services,US91822M5022
REIT - Diversified,"Broadstone Net Lease, Inc.",BNL,United States,Real Estate,US11135E2037
Oil & Gas Exploration & Production,Sitio Royalties Corp.,STR,United States,Energy,US82983N1081
Other Precious Metals & Mining,Triple Flag Precious Metals Corp.,TFPM,Canada,Materials,CA89679M1041
Software - Application,Grindr Inc.,GRND,United States,Technology,US39854F1012
Leisure,"Peloton Interactive, Inc.",PTON,United States,Consumer Discretionary,US70614W1009
Consumer Electronics,"LG Display Co., Ltd.",LPL,South Korea,Technology,US50186V1026
Utilities - Independent Power Producers,TransAlta Corporation,TAC,Canada,Utilities,CA89346D1078
REIT - Office,"Highwoods Properties, Inc.",HIW,United States,Real Estate,US4312841087
REIT - Healthcare Facilities,"National Health Investors, Inc.",NHI,United States,Real Estate,US63633D1046
Software - Infrastructure,"Core Scientific, Inc.",CORZ,United States,Technology,US21873J1088
Copper,Hudbay Minerals Inc.,HBM,Canada,Materials,CA4436281022
Semiconductors,Synaptics Incorporated,SYNA,United States,Technology,US87157D1090
Oil & Gas Exploration & Production,Veren Inc.,VRN,Canada,Energy,CA92340V1076
Other Precious Metals & Mining,Compañía de Minas Buenaventura S.A.A.,BVN,Peru,Materials,US2044481040
Farm & Heavy Construction Machinery,Terex Corporation,TEX,United States,Industrials,US8807791038
Real Estate Services,Cushman & Wakefield plc,CWK,United Kingdom,Real Estate,GB00BFZ4N465
Gold,B2Gold Corp.,BTG,Canada,Materials,CA11777Q2099
Airports & Air Services,Corporación América Airports S.A.,CAAP,Luxembourg,Industrials,LU1756447840
Software - Infrastructure,Teradata Corporation,TDC,United States,Technology,US88076W1036
Credit Services,"Bread Financial Holdings, Inc.",BFH,United States,Financials,US0185811082
REIT - Mortgage,"Blackstone Mortgage Trust, Inc.",BXMT,United States,Real Estate,US09257W1009
Medical Care Facilities,"LifeStance Health Group, Inc.",LFST,United States,Healthcare,US53228F1012
Oil & Gas Exploration & Production,"Black Stone Minerals, L.P.",BSM,United States,Energy,US09225M1018
Software - Infrastructure,"Five9, Inc.",FIVN,United States,Technology,US3383071012
Railroads,"Trinity Industries, Inc.",TRN,United States,Industrials,US8965221091
Insurance - Life,"Genworth Financial, Inc.",GNW,United States,Financials,US37247D1063
Gold,Eldorado Gold Corporation,EGO,Canada,Materials,CA2849025093
Diagnostics & Research,Twist Bioscience Corporation,TWST,United States,Healthcare,US90184D1000
Insurance - Specialty,"NMI Holdings, Inc.",NMIH,United States,Financials,US6292093050
Software - Application,"Alarm.com Holdings, Inc.",ALRM,United States,Technology,US0116421050
Semiconductor Equipment & Materials,IPG Photonics Corporation,IPGP,United States,Technology,US44980X1090
Medical Devices,QuidelOrtho Corporation,QDEL,United States,Healthcare,US2197981051
Asset Management,"Federated Hermes, Inc.",FHI,United States,Financials,US3142111034
Semiconductor Equipment & Materials,"Ambarella, Inc.",AMBA,United States,Technology,KYG037AX1015
Biotechnology,ACADIA Pharmaceuticals Inc.,ACAD,United States,Healthcare,US0042251084
Resorts & Casinos,Marriott Vacations Worldwide Corporation,VAC,United States,Consumer Discretionary,US57164Y1073
Banks - Regional,"BankUnited, Inc.",BKU,United States,Financials,US06652K1034
Biotechnology,Xenon Pharmaceuticals Inc.,XENE,Canada,Healthcare,CA98420N1050
Specialty Industrial Machinery,"Mirion Technologies, Inc.",MIR,United States,Industrials,US60471A1016
REIT - Specialty,OUTFRONT Media Inc.,OUT,United States,Real Estate,US69007J1060
Resorts & Casinos,"PENN Entertainment, Inc.",PENN,United States,Consumer Discretionary,US7075691094
Oil & Gas Refining & Marketing,Ultrapar Participações S.A.,UGP,Brazil,Energy,US90400P1012
Chemicals,Huntsman Corporation,HUN,United States,Materials,US4470111075
Medical Care Facilities,"Amedisys, Inc.",AMED,United States,Healthcare,US0234361089
Luxury Goods,Capri Holdings Limited,CPRI,United Kingdom,Consumer Discretionary,VGG1890L1076
Rental & Leasing Services,McGrath RentCorp,MGRC,United States,Industrials,US5805891091
Banks - Regional,Bank of Hawaii Corporation,BOH,United States,Financials,US0625401098
Footwear & Accessories,"Steven Madden, Ltd.",SHOO,United States,Consumer Discretionary,US5562691080
Staffing & Employment Services,"Insperity, Inc.",NSP,United States,Industrials,US45778Q1076
Medical Care Facilities,"Concentra Group Holdings Parent, Inc.",CON,United States,Healthcare,US20603L1026
Apparel Retail,Victoria's Secret & Co.,VSCO,United States,Consumer Discretionary,US9264001028
Restaurants,The Wendy's Company,WEN,United States,Consumer Discretionary,US95058W1009
Packaging & Containers,"Greif, Inc.",GEF.B,United States,Consumer Discretionary,US3976242061
Biotechnology,Vericel Corporation,VCEL,United States,Healthcare,US92346J1088
Utilities - Renewable,"Clearway Energy, Inc.",CWEN,United States,Utilities,US18539C2044
Credit Services,"Enova International, Inc.",ENVA,United States,Financials,US29357K1034
Oil & Gas Equipment & Services,"USA Compression Partners, LP",USAC,United States,Energy,US90290N1090
Uranium,Uranium Energy Corp.,UEC,United States,Energy,US9168961038
Semiconductor Equipment & Materials,"FormFactor, Inc.",FORM,United States,Technology,US3463751087
Apparel Manufacturing,Hanesbrands Inc.,HBI,United States,Consumer Discretionary,US4103451021
Biotechnology,"Recursion Pharmaceuticals, Inc.",RXRX,United States,Healthcare,US75629V1044
Broadcasting,TEGNA Inc.,TGNA,United States,Communication Services,US87901J1051
Banks - Regional,CVB Financial Corp.,CVBF,United States,Financials,US1266001056
Healthcare Plans,"Alignment Healthcare, Inc.",ALHC,United States,Healthcare,US01625V1044
Packaging & Containers,"Greif, Inc.",GEF,United States,Consumer Discretionary,US3976241071
Biotechnology,Zai Lab Limited,ZLAB,China,Healthcare,US98887Q1040
Specialty Retail,"Advance Auto Parts, Inc.",AAP,United States,Consumer Discretionary,US00751Y1064
Insurance - Property & Casualty,"Palomar Holdings, Inc.",PLMR,United States,Financials,US69753M1053
Utilities - Diversified,Avista Corporation,AVA,United States,Utilities,US05379B1070
Biotechnology,"Amicus Therapeutics, Inc.",FOLD,United States,Healthcare,US03152W1099
